"","Age","contrast","estimate","SE","df","t.ratio","p.value"
"1","12 months","Female - Male",0.15080824704078,0.614169528649274,28.6436266698345,0.245548240357102,0.807782846466484
"2","3 months","Female - Male",1.39271562782178,0.612390052761566,29.0665461872268,2.2742296703569,0.0534007894800771
"3","7 months","Female - Male",1.36592436641329,0.620268576939647,29.5624836581334,2.20214987054905,0.0534007894800771
